Time, LOAD, AID, D0,D1,D2,D3,D4,D5,D6,D7
305455, 25 % , 228, 0, 4, 0, 0, 12, 206, 0, 0
305710, 25 % , 201, 3, 37, 63, 216, 12, 124, 0, 0
305779, 25 % , 201, 3, 38, 63, 236, 12, 109, 0, 0
305854, 25 % , 228, 0, 4, 0, 0, 12, 109, 0, 0
305936, 25 % , 201, 3, 31, 64, 40, 12, 81, 0, 0
306131, 25 % , 4F4, 66, 75, 49, 50, 70, 57, 52, 49
306199, 25 % , 200, 167, 24, 39, 24, 39, 24, 128, 0
306347, 25 % , 231, 0, 73, 1, 0, 0, 0, 192, 0
306469, 25 % , 200, 167, 24, 39, 24, 39, 24, 128, 0
306588, 25 % , 200, 167, 24, 39, 24, 39, 24, 128, 0
306669, 25 % , 200, 167, 24, 39, 24, 39, 24, 128, 0
306829, 25 % , 201, 3, 45, 64, 80, 11, 190, 0, 0
306916, 25 % , 231, 0, 77, 1, 0, 0, 0, 192, 0
306989, 25 % , 201, 3, 40, 63, 136, 11, 159, 0, 0
307068, 25 % , 201, 3, 38, 63, 216, 11, 150, 0, 0
307278, 25 % , 201, 3, 40, 63, 236, 11, 117, 0, 0
307479, 25 % , 231, 0, 78, 1, 0, 0, 0, 192, 0
307678, 25 % , 201, 3, 33, 64, 60, 11, 24, 0, 0
307859, 25 % , 228, 0, 4, 0, 0, 0, 0, 0, 0
308028, 25 % , 201, 3, 41, 64, 40, 10, 164, 0, 0
308167, 25 % , 200, 167, 25, 39, 25, 39, 25, 128, 0
308247, 25 % , 201, 3, 41, 64, 80, 10, 92, 0, 0
308377, 25 % , 200, 167, 25, 39, 25, 39, 25, 128, 0
308477, 25 % , 201, 3, 43, 64, 100, 10, 10, 0, 0
308678, 25 % , 231, 0, 91, 1, 0, 0, 0, 192, 0
309027, 25 % , 231, 0, 98, 1, 0, 0, 0, 192, 0
309097, 25 % , 201, 3, 37, 63, 136, 9, 11, 0, 0
309286, 25 % , 201, 3, 34, 64, 20, 8, 166, 0, 0
309407, 25 % , 201, 3, 32, 63, 236, 8, 128, 0, 0
309477, 25 % , 201, 3, 30, 63, 216, 8, 80, 0, 0
309706, 25 % , 201, 3, 33, 63, 216, 7, 227, 0, 0
310006, 25 % , 201, 3, 40, 63, 216, 7, 54, 0, 0
310187, 25 % , 201, 3, 30, 63, 96, 6, 198, 0, 0
310251, 25 % , 228, 0, 4, 0, 0, 6, 198, 0, 0
310427, 25 % , 231, 0, 141, 1, 0, 0, 0, 192, 0
310552, 25 % , 201, 3, 40, 64, 100, 6, 11, 0, 0
310642, 25 % , 200, 167, 31, 39, 31, 39, 31, 128, 0
310731, 25 % , 200, 167, 32, 39, 32, 39, 32, 128, 0
310862, 25 % , 201, 3, 39, 64, 60, 5, 95, 0, 0
311002, 25 % , 200, 167, 34, 39, 34, 39, 34, 128, 0
311128, 25 % , 4F3, 57, 49, 49, 51, 49, 56, 49, 50
311262, 25 % , 200, 167, 36, 39, 36, 39, 36, 128, 0
311392, 25 % , 200, 167, 38, 39, 38, 39, 38, 128, 0
311491, 25 % , 201, 3, 41, 64, 20, 4, 12, 0, 0
311581, 25 % , 201, 3, 44, 64, 0, 3, 224, 0, 0
311671, 25 % , 200, 167, 39, 39, 39, 39, 39, 128, 0
311761, 25 % , 201, 3, 45, 64, 0, 3, 129, 0, 0
311862, 25 % , 201, 3, 42, 64, 20, 3, 72, 0, 0
312001, 25 % , 200, 167, 47, 39, 47, 39, 47, 128, 0
312111, 25 % , 201, 3, 37, 63, 36, 2, 220, 0, 0
312201, 25 % , 201, 3, 42, 64, 40, 2, 220, 0, 0
312311, 25 % , 201, 3, 45, 64, 0, 2, 170, 0, 0
312384, 25 % , 200, 167, 46, 39, 46, 39, 46, 128, 0
312471, 25 % , 231, 17, 75, 1, 0, 0, 0, 128, 0
312582, 30 % , 231, 17, 75, 1, 0, 0, 0, 128, 0
312705, 96 % , 201, 3, 71, 65, 224, 2, 59, 34, 0
312784, 100 % , 200, 168, 30, 40, 30, 40, 30, 128, 0
313014, 84 % , 200, 168, 92, 40, 92, 40, 92, 128, 0
313111, 77 % , 231, 17, 75, 1, 0, 0, 0, 128, 0
313201, 73 % , 231, 17, 75, 1, 0, 0, 0, 128, 0
313264, 75 % , 231, 17, 75, 1, 0, 0, 0, 128, 0
313404, 71 % , 200, 168, 102, 40, 102, 40, 102, 128, 0
313631, 66 % , 4EA, 0, 65, 4, 170, 0, 0, 0, 0
314020, 66 % , 231, 17, 75, 1, 0, 0, 0, 128, 0
314130, 66 % , 231, 17, 75, 1, 0, 0, 0, 128, 0
314192, 65 % , 201, 9, 45, 66, 148, 7, 65, 22, 0
314284, 63 % , 201, 9, 54, 64, 120, 7, 185, 22, 0
314393, 63 % , 231, 17, 75, 1, 0, 0, 0, 128, 0
314625, 58 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
314706, 47 % , 200, 167, 209, 39, 209, 39, 209, 128, 0
314810, 31 % , 231, 17, 75, 1, 0, 0, 0, 128, 0
315023, 13 % , 201, 10, 106, 62, 152, 9, 167, 0, 0
315142, 10 % , 201, 10, 10, 59, 240, 9, 230, 0, 0
315229, 9 % , 231, 1, 25, 1, 0, 0, 0, 192, 0
315379, 22 % , 231, 1, 8, 1, 0, 0, 0, 192, 0
315569, 65 % , 231, 0, 196, 1, 0, 0, 0, 192, 0
315658, 75 % , 201, 6, 184, 59, 160, 10, 146, 26, 0
315723, 75 % , 420, 128, 14, 82, 0, 0, 0, 0, 0
315804, 76 % , 200, 167, 215, 39, 215, 39, 215, 128, 0
316062, 73 % , 231, 32, 184, 1, 0, 0, 0, 128, 0
316212, 73 % , 201, 7, 203, 65, 104, 12, 2, 25, 0
316472, 68 % , 231, 32, 184, 1, 0, 0, 0, 128, 0
316639, 66 % , 430, 186, 19, 4, 169, 0, 0, 0, 0
316797, 64 % , 201, 8, 199, 65, 184, 13, 101, 22, 0
316876, 64 % , 201, 8, 229, 65, 84, 13, 147, 22, 0
316953, 63 % , 200, 167, 189, 39, 189, 39, 189, 128, 0
317057, 61 % , 200, 167, 181, 39, 181, 39, 181, 128, 0
317358, 54 % , 231, 32, 184, 1, 0, 0, 0, 128, 0
317645, 51 % , 228, 0, 0, 0, 0, 0, 0, 0, 0
317761, 44 % , 231, 32, 184, 1, 0, 0, 0, 128, 0
317960, 40 % , 200, 167, 96, 39, 96, 39, 96, 128, 0
318057, 39 % , 201, 10, 33, 64, 80, 15, 180, 14, 0
318120, 39 % , 420, 128, 130, 104, 0, 0, 0, 0, 0
318257, 40 % , 201, 10, 78, 63, 156, 15, 250, 18, 0
318539, 54 % , 201, 10, 136, 64, 0, 16, 102, 20, 0
318800, 48 % , 228, 0, 0, 0, 0, 0, 0, 0, 0
318977, 45 % , 231, 32, 184, 1, 0, 0, 0, 128, 0
319085, 40 % , 200, 167, 95, 39, 95, 39, 95, 128, 0
319169, 30 % , 231, 32, 184, 1, 0, 0, 0, 128, 0
319239, 21 % , 200, 167, 29, 39, 29, 39, 29, 128, 0
319335, 16 % , 200, 167, 1, 39, 1, 39, 1, 128, 0
320038, 53 % , 430, 186, 19, 4, 133, 0, 0, 0, 0
320135, 58 % , 201, 8, 51, 62, 192, 17, 138, 21, 0
320278, 61 % , 201, 8, 79, 71, 68, 17, 179, 20, 0
320374, 56 % , 201, 8, 26, 59, 200, 17, 180, 11, 0
320978, 13 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
321068, 12 % , 201, 8, 61, 64, 0, 17, 215, 0, 0
321137, 11 % , 200, 167, 14, 39, 14, 39, 14, 128, 0
321274, 14 % , 201, 8, 71, 68, 196, 17, 179, 6, 0
321684, 20 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
321813, 20 % , 200, 167, 26, 39, 26, 39, 26, 128, 0
321876, 20 % , 200, 167, 26, 39, 26, 39, 26, 128, 0
322183, 20 % , 201, 7, 241, 64, 120, 17, 124, 6, 0
322463, 20 % , 201, 7, 250, 64, 160, 17, 108, 6, 0
322527, 20 % , 201, 7, 239, 63, 36, 17, 113, 6, 0
322663, 20 % , 200, 167, 26, 39, 26, 39, 26, 128, 0
322772, 20 % , 201, 7, 240, 64, 80, 17, 93, 6, 0
322837, 20 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
323182, 20 % , 201, 7, 232, 64, 20, 17, 62, 6, 0
323293, 20 % , 200, 167, 26, 39, 26, 39, 26, 128, 0
324162, 31 % , 201, 7, 232, 64, 100, 17, 40, 10, 0
324385, 31 % , 201, 7, 228, 63, 116, 17, 65, 10, 0
324585, 31 % , 201, 7, 244, 64, 220, 17, 88, 10, 0
324715, 32 % , 201, 7, 238, 64, 80, 17, 84, 10, 0
324785, 32 % , 200, 167, 60, 39, 60, 39, 60, 128, 0
324980, 31 % , 200, 167, 59, 39, 59, 39, 59, 128, 0
325045, 31 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
325265, 31 % , 228, 0, 0, 0, 0, 0, 0, 0, 0
325425, 33 % , 201, 8, 0, 63, 236, 17, 119, 15, 0
325521, 41 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
325815, 45 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
326004, 28 % , 201, 8, 5, 63, 76, 17, 176, 1, 0
326115, 21 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
326214, 17 % , 201, 7, 253, 62, 192, 17, 142, 1, 0
326313, 15 % , 201, 8, 15, 65, 224, 17, 138, 1, 0
326421, 14 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
326637, 21 % , 430, 186, 19, 4, 54, 0, 0, 0, 0
326714, 26 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
326914, 29 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
326987, 30 % , 228, 0, 0, 0, 0, 0, 0, 128, 0
327072, 30 % , 200, 167, 55, 39, 55, 39, 55, 128, 0
327239, 30 % , 200, 167, 57, 39, 57, 39, 57, 128, 0
327383, 30 % , 201, 7, 251, 62, 112, 17, 139, 10, 0
327563, 30 % , 200, 167, 55, 39, 55, 39, 55, 128, 0
327739, 30 % , 201, 8, 15, 64, 20, 17, 157, 10, 0
327802, 30 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
327962, 30 % , 201, 8, 14, 63, 36, 17, 151, 10, 0
328237, 30 % , 430, 186, 19, 4, 78, 0, 0, 0, 0
328592, 29 % , 201, 8, 27, 64, 40, 17, 178, 9, 0
328672, 29 % , 201, 8, 32, 64, 100, 17, 188, 8, 0
328812, 27 % , 201, 8, 25, 63, 216, 17, 192, 8, 0
328882, 26 % , 201, 8, 27, 64, 40, 17, 187, 8, 0
328962, 26 % , 201, 8, 38, 65, 104, 17, 191, 8, 0
329062, 26 % , 201, 8, 12, 62, 12, 17, 199, 8, 0
329212, 25 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
329371, 25 % , 201, 8, 25, 63, 36, 17, 187, 8, 0
329510, 25 % , 200, 167, 40, 39, 40, 39, 40, 128, 0
329591, 25 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
329912, 25 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
330180, 25 % , 201, 8, 17, 64, 120, 17, 164, 8, 0
330250, 25 % , 200, 167, 40, 39, 40, 39, 40, 128, 0
330541, 25 % , 200, 167, 40, 39, 40, 39, 40, 128, 0
331061, 25 % , 228, 0, 0, 0, 0, 0, 0, 0, 0
331150, 24 % , 201, 8, 12, 63, 96, 17, 156, 7, 0
331280, 24 % , 201, 8, 3, 64, 40, 17, 146, 7, 0
331350, 24 % , 200, 167, 35, 39, 35, 39, 35, 128, 0
331650, 24 % , 201, 7, 251, 64, 60, 17, 124, 7, 0
331719, 24 % , 201, 8, 6, 63, 236, 17, 138, 7, 0
331959, 24 % , 200, 167, 36, 39, 36, 39, 36, 128, 0
332039, 24 % , 228, 0, 0, 0, 0, 39, 36, 128, 0
332158, 23 % , 200, 167, 35, 39, 35, 39, 35, 128, 0
332249, 24 % , 201, 7, 241, 64, 120, 17, 117, 7, 0
332334, 24 % , 228, 0, 0, 0, 0, 17, 117, 7, 0
332465, 24 % , 200, 167, 35, 39, 35, 39, 35, 128, 0
332555, 24 % , 200, 167, 35, 39, 35, 39, 35, 128, 0
332645, 23 % , 200, 167, 35, 39, 35, 39, 35, 128, 0
332720, 23 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
332783, 23 % , 228, 0, 0, 0, 0, 0, 156, 80, 0
332874, 22 % , 200, 167, 30, 39, 30, 39, 30, 128, 0
332964, 21 % , 200, 167, 28, 39, 28, 39, 28, 128, 0
333065, 20 % , 200, 167, 26, 39, 26, 39, 26, 128, 0
333258, 18 % , 200, 167, 20, 39, 20, 39, 20, 128, 0
333384, 14 % , 200, 167, 14, 39, 14, 39, 14, 128, 0
333474, 12 % , 201, 7, 217, 68, 76, 16, 248, 0, 0
333564, 11 % , 201, 7, 227, 63, 36, 17, 18, 0, 0
333803, 9 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
333868, 9 % , 200, 167, 14, 39, 14, 39, 14, 128, 0
334108, 9 % , 231, 0, 114, 1, 0, 0, 0, 192, 0
334233, 9 % , 231, 0, 108, 1, 0, 0, 0, 192, 0
334364, 10 % , 4EA, 0, 65, 4, 27, 0, 0, 0, 0
334428, 11 % , 231, 0, 99, 1, 0, 0, 0, 192, 0
334518, 11 % , 231, 0, 94, 1, 0, 0, 0, 192, 0
334623, 12 % , 201, 5, 45, 60, 204, 16, 156, 0, 0
334717, 13 % , 231, 0, 84, 1, 0, 0, 0, 192, 0
334803, 14 % , 231, 0, 81, 1, 0, 0, 0, 192, 0
334894, 14 % , 231, 0, 78, 1, 0, 0, 0, 192, 0
334984, 15 % , 231, 0, 74, 1, 0, 0, 0, 192, 0
335084, 16 % , 231, 0, 73, 1, 0, 0, 0, 192, 0
335234, 18 % , 201, 3, 174, 62, 132, 16, 75, 0, 0
335523, 23 % , 231, 0, 73, 1, 0, 0, 0, 192, 0
335613, 24 % , 4EA, 0, 73, 1, 0, 0, 0, 192, 0
335716, 26 % , 231, 0, 73, 1, 0, 0, 0, 192, 0
335866, 25 % , 201, 2, 248, 64, 80, 15, 185, 0, 0
336043, 26 % , 231, 0, 73, 1, 0, 0, 0, 192, 0
336243, 26 % , 231, 0, 73, 1, 0, 0, 0, 192, 0
336413, 26 % , 420, 128, 234, 168, 0, 0, 0, 0, 0
336526, 25 % , 201, 3, 47, 64, 0, 15, 28, 0, 0
336736, 25 % , 201, 3, 38, 63, 216, 14, 242, 0, 0
336845, 25 % , 201, 3, 32, 63, 196, 14, 212, 0, 0
337012, 25 % , 420, 128, 11, 169, 0, 0, 0, 0, 0
337162, 26 % , 4EA, 0, 65, 4, 67, 0, 0, 0, 0
337255, 26 % , 201, 3, 21, 64, 0, 14, 148, 0, 0
337562, 27 % , 231, 80, 76, 1, 0, 0, 0, 128, 0
337671, 27 % , 201, 3, 24, 64, 40, 14, 84, 0, 0
337861, 27 % , 231, 80, 76, 1, 0, 0, 0, 128, 0
337935, 27 % , 231, 80, 76, 1, 0, 0, 0, 128, 0
338161, 27 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
338250, 27 % , 201, 3, 40, 63, 176, 13, 226, 0, 0
338319, 27 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
338511, 27 % , 4EA, 0, 65, 4, 69, 0, 0, 0, 0
338684, 27 % , 231, 80, 76, 1, 0, 0, 0, 128, 0
338911, 27 % , 231, 80, 76, 1, 0, 0, 0, 128, 0
339010, 27 % , 200, 167, 25, 39, 25, 39, 25, 128, 0
339194, 27 % , 231, 80, 76, 1, 0, 0, 0, 128, 0
339461, 27 % , 231, 80, 76, 1, 0, 0, 0, 128, 0
339710, 27 % , 4EA, 0, 65, 4, 71, 0, 0, 0, 0
340000, 27 % , 231, 80, 76, 1, 0, 0, 0, 128, 0
340218, 27 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
340473, 27 % , 231, 80, 76, 1, 0, 0, 0, 128, 0
340819, 27 % , 231, 80, 76, 1, 0, 0, 0, 128, 0
340882, 27 % , 200, 167, 24, 39, 24, 39, 24, 128, 0
340978, 27 % , 200, 167, 25, 39, 25, 39, 25, 128, 0
341042, 27 % , 200, 167, 24, 39, 24, 39, 24, 128, 0
341135, 27 % , 430, 186, 19, 39, 24, 39, 24, 128, 0
341309, 27 % , 420, 128, 211, 175, 0, 0, 0, 0, 0
341377, 27 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
341441, 27 % , 200, 167, 25, 39, 25, 39, 25, 128, 0
341538, 27 % , 200, 167, 25, 39, 25, 39, 25, 128, 0
341782, 27 % , 231, 0, 87, 1, 0, 0, 0, 192, 0
341878, 27 % , 201, 3, 65, 64, 40, 10, 105, 0, 0
342001, 27 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
342097, 27 % , 201, 3, 51, 63, 96, 10, 44, 0, 0
342708, 27 % , 420, 129, 7, 177, 0, 0, 0, 0, 0
342917, 27 % , 200, 167, 27, 39, 27, 39, 27, 128, 0
343041, 27 % , 231, 64, 97, 1, 0, 0, 0, 128, 0
343250, 27 % , 231, 0, 112, 1, 0, 0, 0, 192, 0
343427, 27 % , 200, 167, 28, 39, 28, 39, 28, 128, 0
343957, 27 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
344224, 27 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
344407, 27 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
344515, 27 % , 200, 167, 33, 39, 33, 39, 33, 128, 0
344716, 27 % , 231, 0, 50, 1, 0, 0, 0, 128, 0
345434, 27 % , 430, 186, 18, 4, 70, 0, 0, 0, 0
345535, 27 % , 231, 0, 253, 1, 0, 0, 0, 192, 0
345924, 27 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
346199, 27 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
346317, 27 % , 200, 167, 51, 39, 51, 39, 51, 128, 0
346414, 27 % , 200, 167, 50, 39, 50, 39, 50, 128, 0
346487, 27 % , 200, 167, 50, 39, 50, 39, 50, 128, 0
346598, 27 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
346698, 27 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
346768, 27 % , 201, 3, 54, 63, 156, 1, 153, 0, 0
346857, 27 % , 200, 167, 53, 39, 53, 39, 53, 128, 0
347067, 27 % , 200, 167, 51, 39, 51, 39, 51, 128, 0
347188, 27 % , 201, 3, 52, 63, 16, 0, 0, 0, 0
347277, 27 % , 201, 3, 57, 64, 100, 0, 0, 0, 0
347478, 27 % , 201, 3, 48, 64, 20, 0, 0, 0, 0
347627, 27 % , 201, 3, 41, 64, 0, 0, 0, 0, 0
347707, 27 % , 201, 3, 40, 64, 0, 0, 0, 0, 0
347797, 27 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
348012, 27 % , 200, 167, 51, 39, 51, 39, 51, 128, 0
348247, 29 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
348547, 30 % , 201, 3, 24, 63, 216, 0, 0, 10, 0
348796, 100 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
348906, 99 % , 201, 4, 106, 71, 248, 0, 0, 29, 0
349366, 82 % , 200, 167, 203, 39, 203, 39, 203, 128, 0
349676, 72 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
350161, 75 % , 200, 167, 195, 39, 195, 39, 195, 128, 0
350245, 75 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
350361, 75 % , 201, 3, 210, 63, 176, 1, 108, 15, 0
350661, 70 % , 200, 167, 255, 40, 1, 40, 1, 128, 0
350920, 35 % , 201, 6, 154, 76, 88, 3, 32, 0, 0
351045, 26 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
351119, 24 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
351204, 17 % , 201, 8, 4, 65, 24, 3, 130, 0, 0
351321, 14 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
351394, 12 % , 201, 7, 208, 61, 148, 3, 153, 0, 0
351520, 12 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
351593, 12 % , 200, 166, 211, 38, 211, 38, 211, 128, 0
351664, 12 % , 201, 6, 153, 59, 120, 3, 162, 0, 0
351733, 12 % , 201, 6, 90, 60, 144, 3, 155, 0, 0
351944, 14 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
352014, 15 % , 201, 5, 91, 60, 184, 3, 130, 0, 0
352094, 16 % , 201, 5, 12, 60, 224, 3, 112, 0, 0
352201, 16 % , 4EA, 0, 12, 60, 224, 3, 112, 0, 0
352344, 18 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
352480, 20 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
352609, 21 % , 200, 167, 19, 39, 19, 39, 19, 128, 0
352839, 24 % , 201, 3, 97, 61, 188, 3, 8, 0, 0
352903, 26 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
353013, 40 % , 201, 3, 88, 64, 160, 3, 6, 20, 0
353143, 70 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
353212, 74 % , 201, 4, 88, 75, 104, 3, 22, 20, 0
353380, 71 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
353469, 70 % , 201, 6, 4, 68, 136, 3, 74, 20, 0
353531, 69 % , 200, 168, 57, 40, 57, 40, 57, 128, 0
353692, 65 % , 201, 7, 2, 69, 80, 3, 154, 20, 0
353802, 61 % , 200, 168, 42, 40, 42, 40, 42, 128, 0
354001, 56 % , 200, 168, 20, 40, 20, 40, 20, 128, 0
354100, 63 % , 4F4, 66, 75, 49, 50, 70, 57, 52, 49
354193, 65 % , 231, 1, 80, 1, 0, 0, 0, 192, 0
354288, 65 % , 200, 168, 73, 40, 73, 40, 73, 128, 0
354352, 64 % , 231, 1, 81, 1, 0, 0, 0, 192, 0
354448, 63 % , 200, 167, 62, 39, 62, 39, 62, 128, 0
354557, 62 % , 200, 168, 58, 40, 58, 40, 58, 128, 0
354648, 63 % , 200, 168, 59, 40, 59, 40, 59, 128, 0
354748, 62 % , 201, 9, 84, 69, 240, 7, 97, 20, 0
354862, 60 % , 201, 9, 142, 64, 120, 7, 212, 20, 0
354948, 59 % , 201, 9, 161, 65, 64, 8, 48, 20, 0
355057, 58 % , 200, 168, 23, 40, 23, 40, 23, 128, 0
355147, 57 % , 201, 10, 138, 68, 76, 8, 157, 21, 0
355241, 56 % , 228, 0, 0, 0, 0, 0, 0, 0, 0
355548, 58 % , 228, 0, 0, 0, 0, 0, 0, 0, 0
355741, 58 % , 201, 12, 90, 66, 248, 10, 100, 24, 0
355847, 57 % , 201, 12, 165, 67, 72, 10, 164, 24, 0
356360, 51 % , 201, 14, 116, 66, 208, 12, 64, 7, 0
356476, 30 % , 201, 14, 100, 61, 128, 12, 129, 0, 0
356567, 16 % , 231, 17, 75, 1, 0, 0, 0, 128, 0
356643, 11 % , 200, 166, 252, 38, 252, 38, 252, 128, 0
356710, 9 % , 201, 13, 113, 58, 196, 12, 186, 0, 0
356795, 8 % , 200, 166, 255, 38, 255, 38, 255, 128, 0
356916, 7 % , 231, 1, 21, 1, 0, 0, 0, 192, 0
356979, 7 % , 200, 167, 2, 39, 2, 39, 2, 128, 0
357064, 9 % , 200, 167, 3, 39, 3, 39, 3, 128, 0
357214, 43 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
357289, 74 % , 200, 168, 96, 40, 96, 40, 96, 128, 0
357369, 93 % , 231, 0, 218, 1, 0, 0, 0, 192, 0
357476, 93 % , 231, 0, 213, 1, 0, 0, 0, 192, 0
357640, 88 % , 231, 32, 184, 1, 0, 0, 0, 128, 0
358196, 81 % , 4EA, 0, 65, 4, 208, 0, 0, 0, 0
358576, 73 % , 231, 32, 184, 1, 0, 0, 0, 128, 0
358898, 71 % , 231, 32, 184, 1, 0, 0, 0, 128, 0
358980, 71 % , 200, 167, 205, 39, 205, 39, 205, 128, 0
359048, 71 % , 200, 167, 205, 39, 205, 39, 205, 128, 0
359158, 70 % , 231, 32, 184, 1, 0, 0, 0, 128, 0
359558, 68 % , 201, 12, 151, 66, 28, 19, 70, 31, 0
359731, 68 % , 430, 151, 36, 4, 174, 0, 0, 0, 0
359894, 64 % , 201, 13, 11, 65, 184, 20, 7, 25, 0
359962, 64 % , 228, 0, 0, 0, 0, 20, 7, 25, 0
360115, 26 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
360227, 15 % , 231, 0, 179, 1, 0, 0, 0, 192, 0
360397, 10 % , 231, 0, 168, 1, 0, 0, 0, 192, 0
360552, 7 % , 201, 11, 96, 58, 236, 20, 184, 4, 0
360776, 29 % , 200, 167, 44, 39, 44, 39, 44, 128, 0
361353, 39 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
361415, 35 % , 200, 167, 63, 39, 63, 39, 63, 128, 0
361587, 25 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
361816, 18 % , 200, 167, 19, 39, 19, 39, 19, 128, 0
361987, 17 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
362275, 16 % , 200, 167, 13, 39, 13, 39, 13, 128, 0
362372, 16 % , 200, 167, 13, 39, 13, 39, 13, 128, 0
362555, 16 % , 200, 167, 12, 39, 12, 39, 12, 128, 0
362651, 16 % , 200, 167, 12, 39, 12, 39, 12, 128, 0
362762, 16 % , 201, 9, 198, 64, 220, 21, 100, 5, 0
362825, 16 % , 201, 9, 198, 63, 136, 21, 94, 4, 0
362920, 16 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
363044, 16 % , 201, 9, 201, 63, 236, 21, 89, 4, 0
363181, 16 % , 200, 167, 9, 39, 9, 39, 9, 128, 0
363611, 16 % , 200, 166, 236, 39, 9, 39, 9, 128, 0
363934, 15 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
364081, 15 % , 201, 9, 143, 63, 216, 20, 247, 5, 0
364230, 15 % , 201, 9, 133, 63, 216, 20, 229, 5, 0
364439, 16 % , 200, 166, 237, 39, 9, 39, 9, 128, 0
364504, 19 % , 201, 9, 118, 63, 216, 20, 187, 11, 0
364610, 24 % , 201, 9, 153, 66, 208, 20, 195, 11, 0
364700, 26 % , 201, 9, 162, 62, 12, 20, 253, 10, 0
364883, 27 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
365280, 28 % , 201, 9, 168, 64, 160, 20, 249, 10, 0
365559, 27 % , 200, 167, 41, 39, 41, 39, 41, 128, 0
365623, 27 % , 201, 9, 170, 64, 220, 21, 30, 10, 0
365772, 27 % , 201, 9, 169, 64, 0, 21, 39, 10, 0
366059, 27 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
366379, 27 % , 201, 9, 200, 64, 20, 21, 92, 10, 0
366639, 26 % , 201, 9, 208, 63, 136, 21, 112, 10, 0
366728, 27 % , 200, 167, 39, 39, 39, 39, 39, 128, 0
366968, 33 % , 201, 9, 235, 65, 4, 21, 151, 13, 0
367413, 54 % , 228, 0, 0, 0, 0, 0, 0, 0, 0
367848, 33 % , 201, 10, 53, 63, 236, 22, 88, 0, 0
367951, 23 % , 201, 10, 50, 63, 176, 22, 99, 0, 0
368061, 14 % , 201, 9, 235, 61, 228, 22, 82, 0, 0
368181, 10 % , 228, 0, 6, 0, 0, 0, 0, 0, 0
368321, 9 % , 201, 8, 237, 60, 184, 22, 128, 0, 0
368410, 8 % , 200, 167, 13, 39, 13, 39, 13, 128, 0
368481, 9 % , 201, 8, 117, 60, 104, 22, 121, 6, 0
368550, 12 % , 201, 8, 74, 61, 88, 22, 130, 12, 0
368620, 18 % , 201, 8, 49, 62, 232, 22, 130, 14, 0
368691, 22 % , 201, 8, 36, 63, 96, 22, 148, 14, 0
368781, 25 % , 228, 0, 2, 0, 0, 22, 148, 14, 0
