Time, LOAD, AID, D0,D1,D2,D3,D4,D5,D6,D7
49853, 27 % , 200, 167, 55, 39, 55, 39, 55, 128, 0
49943, 27 % , 200, 167, 55, 39, 55, 39, 55, 128, 0
50033, 27 % , 200, 167, 54, 39, 54, 39, 54, 128, 0
50123, 27 % , 200, 167, 55, 39, 55, 39, 55, 128, 0
50328, 27 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
50423, 27 % , 200, 167, 56, 39, 56, 39, 56, 128, 0
50513, 28 % , 200, 167, 56, 39, 56, 39, 56, 128, 0
50706, 28 % , 200, 167, 56, 39, 56, 39, 56, 128, 0
50813, 28 % , 201, 3, 36, 63, 216, 3, 40, 0, 0
50903, 28 % , 200, 167, 58, 39, 58, 39, 58, 128, 0
51016, 28 % , 201, 3, 31, 64, 60, 3, 25, 0, 0
51183, 28 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
51293, 28 % , 201, 3, 34, 64, 20, 3, 9, 0, 0
51383, 28 % , 228, 0, 2, 0, 0, 3, 9, 0, 0
51506, 28 % , 201, 3, 38, 64, 0, 2, 254, 0, 0
51642, 28 % , 201, 3, 49, 64, 0, 2, 243, 0, 0
51706, 28 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
51968, 27 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
52103, 27 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
52255, 27 % , 201, 3, 59, 64, 100, 2, 152, 0, 0
52372, 27 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
52505, 27 % , 201, 3, 50, 64, 20, 2, 129, 0, 0
52716, 27 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
52855, 29 % , 201, 3, 64, 64, 60, 2, 99, 2, 0
52926, 29 % , 420, 123, 94, 94, 0, 0, 0, 0, 0
53332, 29 % , 4F3, 57, 49, 49, 51, 49, 56, 49, 50
53426, 29 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
53575, 27 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
53685, 26 % , 201, 3, 150, 63, 236, 2, 100, 0, 0
54332, 33 % , 4F4, 66, 75, 49, 50, 70, 57, 52, 49
54398, 33 % , 228, 0, 2, 0, 0, 70, 57, 52, 49
55113, 32 % , 201, 4, 147, 65, 244, 2, 162, 4, 0
55280, 29 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
55399, 28 % , 200, 167, 80, 39, 80, 39, 80, 128, 0
55673, 27 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
55790, 26 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
55967, 26 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
56331, 27 % , 4F1, 65, 1, 154, 255, 255, 100, 94, 94
56441, 27 % , 200, 167, 75, 39, 75, 39, 75, 128, 0
56552, 28 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
56883, 29 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
57122, 30 % , 420, 123, 135, 103, 0, 0, 0, 0, 0
57330, 27 % , 4F3, 57, 49, 49, 51, 49, 56, 49, 50
57573, 21 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
57948, 18 % , 200, 167, 17, 39, 17, 39, 17, 128, 0
58091, 18 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
58401, 24 % , 201, 3, 158, 62, 112, 3, 168, 5, 0
58498, 28 % , 201, 3, 150, 63, 176, 3, 182, 5, 0
58647, 31 % , 200, 167, 89, 39, 89, 39, 89, 128, 0
58945, 30 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
59497, 18 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
59581, 17 % , 200, 167, 20, 39, 20, 39, 20, 128, 0
59676, 16 % , 201, 5, 58, 62, 112, 3, 194, 0, 0
59740, 16 % , 200, 167, 20, 39, 20, 39, 20, 128, 0
59837, 16 % , 201, 4, 198, 61, 48, 3, 196, 0, 0
60025, 17 % , 200, 167, 24, 39, 24, 39, 24, 128, 0
60555, 23 % , 200, 167, 34, 39, 34, 39, 34, 128, 0
60875, 27 % , 201, 1, 253, 64, 0, 3, 251, 0, 0
61005, 30 % , 201, 1, 209, 64, 0, 3, 253, 0, 0
61069, 31 % , 201, 1, 238, 65, 44, 4, 14, 0, 0
61185, 33 % , 200, 167, 43, 39, 43, 39, 43, 128, 0
61388, 36 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
61545, 37 % , 200, 167, 51, 39, 51, 39, 51, 128, 0
62205, 38 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
62426, 37 % , 4EA, 0, 65, 4, 96, 0, 0, 0, 0
62828, 36 % , 201, 2, 75, 64, 220, 4, 223, 0, 0
62927, 36 % , 201, 2, 66, 63, 116, 4, 238, 0, 0
63042, 36 % , 228, 0, 0, 0, 0, 0, 0, 0, 0
63167, 36 % , 200, 167, 51, 39, 51, 39, 51, 128, 0
63368, 36 % , 4EA, 0, 65, 4, 92, 0, 0, 0, 0
63563, 35 % , 200, 167, 49, 39, 49, 39, 49, 128, 0
63656, 35 % , 201, 2, 114, 63, 116, 5, 54, 0, 0
63857, 35 % , 200, 167, 47, 39, 47, 39, 47, 128, 0
64246, 32 % , 201, 2, 118, 64, 220, 5, 95, 0, 0
64336, 32 % , 200, 167, 43, 39, 43, 39, 43, 128, 0
64792, 30 % , 201, 2, 127, 63, 136, 5, 110, 0, 0
64867, 30 % , 228, 0, 0, 0, 0, 5, 110, 0, 0
65006, 30 % , 200, 167, 37, 39, 37, 39, 37, 128, 0
65426, 28 % , 201, 2, 140, 64, 0, 5, 134, 0, 0
65616, 28 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
65716, 28 % , 228, 0, 0, 0, 0, 0, 0, 0, 0
65816, 28 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
65885, 27 % , 200, 167, 34, 39, 34, 39, 34, 128, 0
65967, 27 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
66125, 27 % , 200, 167, 33, 39, 33, 39, 33, 128, 0
66275, 27 % , 201, 2, 148, 64, 40, 5, 152, 0, 0
66395, 27 % , 201, 2, 145, 63, 236, 5, 157, 0, 0
66495, 27 % , 201, 2, 148, 64, 60, 5, 162, 0, 0
66675, 27 % , 201, 2, 150, 63, 236, 5, 162, 0, 0
66955, 27 % , 200, 167, 32, 39, 32, 39, 32, 128, 0
67054, 27 % , 201, 2, 151, 63, 216, 5, 167, 0, 0
67154, 27 % , 200, 167, 32, 39, 32, 39, 32, 128, 0
67345, 27 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
67464, 27 % , 200, 167, 32, 39, 32, 39, 32, 128, 0
67815, 26 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
67884, 26 % , 200, 167, 32, 39, 32, 39, 32, 128, 0
68224, 26 % , 201, 2, 170, 64, 20, 5, 196, 0, 0
68303, 26 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
68483, 26 % , 201, 2, 144, 62, 252, 5, 191, 0, 0
68553, 26 % , 201, 2, 140, 63, 176, 5, 186, 0, 0
68763, 26 % , 228, 0, 0, 0, 0, 0, 0, 0, 0
68833, 26 % , 201, 2, 171, 64, 120, 5, 178, 0, 0
69169, 27 % , 200, 167, 32, 39, 32, 39, 32, 128, 0
69242, 26 % , 201, 2, 186, 64, 160, 5, 181, 0, 0
69332, 26 % , 201, 2, 166, 61, 188, 5, 222, 0, 0
69413, 26 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
69590, 26 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
69772, 26 % , 201, 2, 146, 64, 120, 5, 181, 0, 0
70088, 26 % , 201, 2, 183, 64, 40, 5, 196, 0, 0
70262, 26 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
70347, 26 % , 200, 167, 32, 39, 32, 39, 32, 128, 0
70472, 26 % , 201, 2, 197, 63, 196, 5, 222, 0, 0
70662, 26 % , 201, 2, 153, 64, 140, 5, 224, 0, 0
70908, 26 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
70998, 25 % , 201, 2, 166, 61, 108, 5, 232, 0, 0
71117, 26 % , 200, 167, 30, 39, 30, 39, 30, 128, 0
71207, 26 % , 200, 167, 31, 39, 31, 39, 31, 128, 0
71271, 26 % , 200, 167, 31, 39, 31, 39, 31, 128, 0
71488, 25 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
71577, 25 % , 201, 2, 179, 64, 100, 5, 232, 0, 0
71667, 25 % , 200, 167, 31, 39, 31, 39, 31, 128, 0
71757, 25 % , 200, 167, 31, 39, 31, 39, 31, 128, 0
72177, 25 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
72307, 25 % , 200, 167, 30, 39, 30, 39, 30, 128, 0
72446, 25 % , 201, 2, 186, 64, 120, 5, 242, 0, 0
72606, 25 % , 201, 2, 192, 63, 76, 5, 250, 0, 0
72747, 25 % , 201, 2, 184, 64, 80, 5, 251, 0, 0
72918, 25 % , 420, 124, 162, 123, 0, 0, 0, 0, 0
73030, 25 % , 200, 167, 30, 39, 30, 39, 30, 128, 0
73110, 25 % , 201, 2, 195, 64, 60, 6, 5, 0, 0
73217, 25 % , 201, 2, 199, 64, 60, 5, 254, 0, 0
73410, 25 % , 201, 2, 192, 64, 20, 6, 6, 0, 0
73549, 25 % , 201, 2, 194, 63, 156, 6, 10, 0, 0
73696, 25 % , 201, 2, 203, 64, 200, 6, 11, 0, 0
73796, 25 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
73896, 25 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
73996, 25 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
74096, 25 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
74289, 25 % , 201, 2, 194, 64, 100, 6, 12, 0, 0
74539, 25 % , 200, 167, 30, 39, 30, 39, 30, 128, 0
74629, 25 % , 200, 167, 30, 39, 30, 39, 30, 128, 0
74766, 25 % , 4EA, 0, 65, 4, 65, 0, 0, 0, 0
75109, 26 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
75388, 26 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
75709, 25 % , 420, 124, 223, 126, 0, 0, 0, 0, 0
76125, 25 % , 231, 0, 141, 1, 0, 0, 0, 192, 0
76545, 25 % , 231, 0, 140, 1, 0, 0, 0, 192, 0
76608, 25 % , 420, 124, 242, 127, 0, 0, 0, 0, 0
76702, 25 % , 200, 167, 31, 39, 31, 39, 31, 128, 0
76847, 25 % , 201, 2, 247, 64, 20, 5, 207, 0, 0
77037, 25 % , 201, 2, 249, 64, 20, 5, 187, 0, 0
77263, 25 % , 231, 0, 152, 1, 0, 0, 0, 192, 0
77783, 25 % , 201, 2, 241, 63, 176, 5, 74, 0, 0
77881, 25 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
78081, 25 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
78566, 25 % , 201, 3, 3, 63, 236, 5, 15, 1, 0
78780, 25 % , 430, 186, 19, 4, 65, 0, 0, 0, 0
78845, 25 % , 200, 167, 36, 39, 36, 39, 36, 128, 0
79131, 25 % , 200, 167, 38, 39, 38, 39, 38, 128, 0
79195, 25 % , 201, 3, 61, 64, 240, 5, 26, 1, 0
79306, 25 % , 4F0, 20, 36, 18, 255, 255, 80, 0, 0
79422, 25 % , 201, 3, 107, 64, 200, 5, 26, 1, 0
79666, 25 % , 231, 32, 184, 1, 0, 0, 0, 128, 0
79761, 25 % , 200, 167, 40, 39, 40, 39, 40, 128, 0
79984, 24 % , 200, 167, 40, 39, 40, 39, 40, 128, 0
80262, 25 % , 228, 0, 0, 0, 0, 0, 0, 0, 0
80424, 25 % , 231, 32, 184, 1, 0, 0, 0, 128, 0
80741, 26 % , 201, 3, 127, 65, 184, 5, 119, 5, 0
81004, 30 % , 201, 3, 131, 63, 36, 5, 132, 5, 0
81121, 31 % , 201, 3, 175, 66, 128, 5, 152, 5, 0
81263, 31 % , 201, 3, 155, 62, 12, 5, 164, 5, 0
81360, 31 % , 201, 3, 165, 64, 220, 5, 170, 5, 0
81543, 31 % , 200, 167, 60, 39, 60, 39, 60, 128, 0
81641, 31 % , 231, 32, 184, 1, 0, 0, 0, 128, 0
81750, 30 % , 201, 3, 225, 63, 196, 5, 230, 5, 0
82298, 30 % , 200, 167, 57, 39, 57, 39, 57, 128, 0
82598, 27 % , 200, 167, 51, 39, 51, 39, 51, 128, 0
83068, 22 % , 201, 4, 37, 62, 172, 6, 111, 0, 0
83132, 21 % , 201, 4, 29, 63, 96, 6, 111, 0, 0
83268, 20 % , 200, 167, 28, 39, 28, 39, 28, 128, 0
83548, 18 % , 200, 167, 24, 39, 24, 39, 24, 128, 0
83808, 17 % , 200, 167, 21, 39, 21, 39, 21, 128, 0
84489, 17 % , 231, 32, 184, 1, 0, 0, 0, 128, 0
84612, 17 % , 201, 4, 9, 63, 16, 6, 64, 0, 0
84741, 17 % , 201, 3, 221, 63, 56, 6, 51, 0, 0
84820, 17 % , 200, 167, 15, 39, 15, 39, 15, 128, 0
84911, 19 % , 201, 3, 70, 61, 68, 6, 71, 0, 0
85061, 21 % , 200, 167, 26, 39, 26, 39, 26, 128, 0
85520, 27 % , 201, 2, 230, 65, 4, 6, 47, 0, 0
85600, 27 % , 200, 167, 34, 39, 34, 39, 34, 128, 0
85681, 27 % , 200, 167, 32, 39, 32, 39, 32, 128, 0
85760, 26 % , 200, 167, 30, 39, 30, 39, 30, 128, 0
85890, 25 % , 200, 167, 28, 39, 28, 39, 28, 128, 0
86086, 25 % , 200, 167, 26, 39, 26, 39, 26, 128, 0
86220, 24 % , 201, 3, 40, 63, 156, 6, 54, 0, 0
86300, 24 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
86401, 24 % , 420, 124, 189, 140, 0, 0, 0, 0, 0
86569, 24 % , 201, 2, 232, 63, 156, 6, 30, 0, 0
86639, 27 % , 200, 167, 33, 39, 33, 39, 33, 128, 0
86710, 27 % , 201, 2, 216, 63, 136, 6, 38, 0, 0
86799, 26 % , 200, 167, 33, 39, 33, 39, 33, 128, 0
87049, 27 % , 200, 167, 33, 39, 33, 39, 33, 128, 0
87409, 26 % , 201, 3, 9, 64, 80, 6, 36, 0, 0
87700, 25 % , 4EA, 0, 0, 64, 0, 0, 0, 0, 0
87838, 25 % , 201, 3, 2, 64, 0, 6, 34, 0, 0
88109, 25 % , 200, 167, 30, 39, 30, 39, 30, 128, 0
88178, 25 % , 200, 167, 30, 39, 30, 39, 30, 128, 0
88479, 25 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
88571, 25 % , 430, 184, 19, 4, 66, 0, 0, 0, 0
89018, 26 % , 201, 3, 8, 63, 216, 5, 180, 0, 0
89327, 26 % , 200, 167, 36, 39, 36, 39, 36, 128, 0
89837, 25 % , 200, 167, 31, 39, 31, 39, 31, 128, 0
89998, 25 % , 228, 0, 6, 0, 0, 0, 0, 0, 0
90298, 26 % , 231, 0, 158, 1, 0, 0, 0, 192, 0
90377, 26 % , 201, 3, 28, 63, 216, 5, 143, 0, 0
90507, 26 % , 200, 167, 35, 39, 35, 39, 35, 128, 0
90597, 26 % , 231, 32, 184, 1, 0, 0, 0, 128, 0
90687, 26 % , 201, 3, 31, 64, 40, 5, 131, 0, 0
90756, 26 % , 200, 167, 35, 39, 35, 39, 35, 128, 0
90927, 26 % , 201, 3, 26, 64, 60, 5, 117, 0, 0
90997, 27 % , 231, 32, 184, 1, 0, 0, 0, 128, 0
91147, 27 % , 231, 32, 184, 1, 0, 0, 0, 128, 0
91247, 27 % , 231, 32, 184, 1, 0, 0, 0, 128, 0
91416, 27 % , 201, 3, 36, 63, 216, 5, 75, 0, 0
91536, 27 % , 200, 167, 37, 39, 37, 39, 37, 128, 0
91803, 27 % , 231, 32, 184, 1, 0, 0, 0, 128, 0
91896, 27 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
92061, 27 % , 200, 167, 36, 39, 36, 39, 36, 128, 0
92135, 27 % , 200, 167, 37, 39, 37, 39, 37, 128, 0
92355, 27 % , 201, 3, 27, 63, 196, 4, 77, 0, 0
92420, 27 % , 228, 0, 6, 0, 0, 4, 77, 0, 0
92495, 27 % , 201, 3, 32, 64, 40, 4, 51, 0, 0
92595, 27 % , 201, 3, 41, 64, 0, 4, 5, 0, 0
92691, 27 % , 200, 167, 43, 39, 43, 39, 43, 128, 0
92945, 27 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
93041, 27 % , 200, 167, 46, 39, 46, 39, 46, 128, 0
93185, 27 % , 201, 3, 44, 64, 60, 3, 74, 0, 0
93571, 27 % , 201, 3, 47, 64, 20, 3, 4, 0, 0
93671, 27 % , 200, 167, 54, 39, 54, 39, 54, 128, 0
93760, 27 % , 200, 167, 51, 39, 51, 39, 51, 128, 0
93850, 27 % , 201, 3, 50, 63, 236, 2, 218, 0, 0
93950, 27 % , 201, 3, 48, 63, 216, 2, 207, 0, 0
94060, 27 % , 200, 167, 51, 39, 51, 39, 51, 128, 0
94150, 27 % , 201, 3, 53, 64, 0, 2, 187, 0, 0
94240, 27 % , 201, 3, 47, 63, 176, 2, 178, 0, 0
94330, 27 % , 201, 3, 48, 64, 40, 2, 169, 0, 0
94420, 27 % , 201, 3, 40, 63, 136, 2, 156, 0, 0
94511, 27 % , 201, 3, 41, 63, 216, 2, 156, 0, 0
94574, 27 % , 231, 17, 75, 1, 0, 0, 0, 128, 0
94690, 27 % , 201, 3, 45, 63, 236, 2, 122, 0, 0
94799, 27 % , 201, 3, 46, 64, 80, 2, 122, 0, 0
94873, 27 % , 201, 3, 48, 64, 40, 2, 104, 0, 0
95000, 27 % , 201, 3, 49, 64, 80, 2, 85, 0, 0
95093, 27 % , 201, 3, 49, 63, 196, 2, 61, 0, 0
95163, 27 % , 200, 167, 53, 39, 53, 39, 53, 128, 0
95250, 27 % , 228, 0, 2, 0, 0, 39, 53, 128, 0
95360, 27 % , 201, 3, 44, 64, 40, 2, 36, 0, 0
95450, 27 % , 228, 0, 2, 0, 0, 2, 36, 0, 0
95550, 27 % , 231, 17, 75, 1, 0, 0, 0, 128, 0
95660, 27 % , 231, 17, 75, 1, 0, 0, 0, 128, 0
95750, 27 % , 4EA, 0, 75, 1, 0, 0, 0, 128, 0
95850, 27 % , 4EA, 0, 75, 1, 0, 0, 0, 128, 0
95949, 27 % , 4EA, 0, 75, 1, 0, 0, 0, 128, 0
96050, 27 % , 4EA, 0, 75, 1, 0, 0, 0, 128, 0
96252, 27 % , 201, 3, 57, 63, 176, 1, 151, 0, 0
96322, 27 % , 201, 3, 55, 63, 216, 1, 116, 0, 0
96449, 27 % , 231, 17, 75, 1, 0, 0, 0, 128, 0
96752, 27 % , 201, 3, 45, 63, 156, 0, 0, 0, 0
96822, 27 % , 200, 167, 47, 39, 47, 39, 47, 128, 0
96943, 27 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
97067, 29 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
97661, 96 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
97731, 92 % , 201, 4, 218, 68, 36, 0, 0, 27, 0
97816, 83 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
97895, 59 % , 200, 167, 38, 39, 38, 39, 38, 128, 0
97972, 45 % , 430, 187, 18, 39, 38, 39, 38, 128, 0
98247, 24 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
98441, 17 % , 200, 166, 168, 38, 168, 38, 168, 128, 0
98627, 15 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
98857, 17 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
99248, 23 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
99497, 28 % , 420, 125, 93, 162, 0, 0, 0, 0, 0
99696, 27 % , 200, 167, 55, 39, 55, 39, 55, 128, 0
99761, 27 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
100109, 27 % , 201, 3, 53, 64, 40, 0, 0, 0, 0
100297, 27 % , 4F3, 57, 49, 49, 51, 49, 56, 49, 50
100586, 27 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
100776, 27 % , 430, 186, 19, 4, 71, 0, 0, 0, 0
101118, 27 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
101266, 27 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
101459, 27 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
101554, 27 % , 200, 167, 52, 39, 52, 39, 52, 128, 0
101719, 27 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
101828, 27 % , 201, 3, 4, 63, 236, 0, 0, 0, 0
101975, 27 % , 201, 3, 0, 63, 216, 0, 0, 0, 0
102218, 27 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
102462, 30 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
102574, 29 % , 201, 2, 241, 63, 236, 0, 0, 0, 0
102775, 31 % , 430, 187, 18, 4, 77, 0, 0, 0, 0
103468, 86 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
103644, 84 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
103753, 83 % , 200, 167, 206, 39, 206, 39, 206, 128, 0
103826, 83 % , 200, 167, 207, 39, 207, 39, 207, 128, 0
103943, 83 % , 200, 167, 206, 39, 206, 39, 206, 128, 0
104052, 81 % , 200, 167, 203, 39, 203, 39, 203, 128, 0
104116, 81 % , 200, 167, 202, 39, 202, 39, 202, 128, 0
104383, 80 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
104446, 80 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
104510, 79 % , 228, 0, 2, 0, 0, 0, 0, 128, 0
104656, 76 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
104766, 72 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
104993, 62 % , 420, 125, 99, 180, 0, 0, 0, 0, 0
105162, 67 % , 201, 8, 147, 65, 224, 3, 199, 21, 0
105326, 67 % , 231, 1, 75, 1, 0, 0, 0, 128, 0
105595, 65 % , 231, 1, 81, 1, 0, 0, 0, 192, 0
106324, 65 % , 201, 9, 132, 65, 224, 7, 249, 22, 0
106494, 64 % , 231, 17, 75, 1, 0, 0, 0, 128, 0
106585, 63 % , 231, 17, 75, 1, 0, 0, 0, 128, 0
106759, 63 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
106864, 63 % , 201, 11, 21, 67, 12, 9, 83, 24, 0
106944, 64 % , 201, 11, 103, 67, 52, 9, 139, 25, 0
107014, 65 % , 200, 168, 51, 40, 51, 40, 51, 128, 0
107144, 65 % , 200, 168, 56, 40, 56, 40, 56, 128, 0
107224, 64 % , 201, 12, 68, 67, 112, 10, 77, 27, 0
107294, 64 % , 201, 12, 133, 67, 72, 10, 140, 27, 0
107453, 63 % , 200, 168, 47, 40, 47, 40, 47, 128, 0
107553, 62 % , 201, 13, 78, 67, 52, 11, 63, 27, 0
107623, 61 % , 200, 168, 42, 40, 42, 40, 42, 128, 0
107694, 61 % , 201, 13, 196, 66, 108, 11, 165, 23, 0
107768, 54 % , 430, 170, 27, 66, 108, 11, 165, 23, 0
107883, 36 % , 201, 13, 225, 61, 168, 12, 16, 0, 0
108153, 11 % , 201, 12, 156, 59, 20, 12, 73, 0, 0
108308, 8 % , 228, 0, 2, 0, 0, 0, 0, 0, 0
108372, 9 % , 200, 167, 2, 39, 2, 39, 2, 128, 0
108532, 27 % , 200, 167, 135, 39, 135, 39, 135, 128, 0
108607, 67 % , 228, 0, 0, 0, 0, 39, 135, 128, 0
108693, 96 % , 200, 168, 56, 40, 56, 40, 56, 128, 0
108883, 94 % , 420, 125, 226, 222, 0, 0, 0, 0, 0
109282, 89 % , 200, 167, 246, 39, 246, 39, 246, 128, 0
109522, 90 % , 201, 9, 109, 66, 8, 14, 152, 48, 0
109675, 90 % , 430, 187, 18, 0, 0, 0, 0, 0, 0
109752, 89 % , 201, 9, 206, 64, 160, 15, 47, 48, 0
109865, 89 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
110013, 88 % , 228, 0, 0, 0, 0, 0, 0, 0, 0
110178, 88 % , 201, 10, 139, 66, 128, 16, 28, 47, 0
110382, 87 % , 200, 167, 246, 39, 246, 39, 246, 128, 0
110482, 87 % , 420, 124, 56, 248, 0, 0, 0, 0, 0
110601, 86 % , 200, 167, 245, 39, 246, 39, 246, 128, 0
110672, 86 % , 201, 11, 68, 65, 44, 17, 85, 47, 0
110751, 86 % , 200, 167, 245, 39, 245, 39, 245, 128, 0
110865, 85 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
111101, 85 % , 231, 32, 184, 1, 0, 0, 0, 128, 0
111321, 84 % , 200, 167, 248, 39, 248, 39, 248, 128, 0
111390, 84 % , 201, 12, 111, 65, 124, 19, 36, 46, 0
111578, 82 % , 231, 32, 184, 1, 0, 0, 0, 128, 0
111640, 78 % , 200, 167, 231, 39, 231, 39, 231, 128, 0
111705, 67 % , 228, 0, 0, 0, 0, 39, 231, 128, 0
111768, 57 % , 430, 174, 25, 0, 0, 39, 231, 128, 0
111920, 28 % , 200, 167, 1, 39, 1, 39, 1, 128, 0
111990, 19 % , 201, 12, 84, 60, 4, 20, 15, 0, 0
112140, 12 % , 200, 167, 8, 39, 8, 39, 8, 128, 0
112376, 12 % , 231, 0, 148, 1, 0, 0, 0, 192, 0
112466, 29 % , 201, 10, 81, 62, 12, 20, 35, 25, 0
112580, 50 % , 231, 0, 133, 1, 0, 0, 0, 192, 0
112764, 73 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
112880, 73 % , 228, 0, 0, 0, 0, 0, 0, 0, 0
112964, 71 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
113229, 61 % , 201, 9, 148, 65, 44, 20, 220, 21, 0
113314, 58 % , 200, 167, 122, 39, 122, 39, 122, 128, 0
113379, 56 % , 201, 9, 159, 64, 100, 20, 248, 19, 0
113465, 54 % , 433, 0, 6, 8, 0, 0, 156, 80, 0
113529, 54 % , 201, 9, 180, 64, 20, 21, 44, 19, 0
113655, 54 % , 200, 167, 110, 39, 110, 39, 110, 128, 0
113738, 54 % , 200, 167, 109, 39, 109, 39, 109, 128, 0
113929, 53 % , 201, 9, 206, 64, 0, 21, 118, 19, 0
113998, 53 % , 200, 167, 108, 39, 108, 39, 108, 128, 0
114067, 53 % , 430, 170, 27, 39, 108, 39, 108, 128, 0
114128, 53 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
114208, 52 % , 201, 9, 231, 64, 200, 21, 158, 18, 0
114408, 48 % , 201, 9, 247, 64, 180, 21, 187, 17, 0
114535, 46 % , 201, 9, 241, 63, 236, 21, 195, 16, 0
114624, 45 % , 200, 167, 87, 39, 87, 39, 87, 128, 0
114798, 45 % , 200, 167, 85, 39, 85, 39, 85, 128, 0
114928, 44 % , 200, 167, 84, 39, 84, 39, 84, 128, 0
115075, 43 % , 201, 10, 10, 63, 196, 21, 245, 15, 0
115415, 41 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
115544, 40 % , 200, 167, 75, 39, 75, 39, 75, 128, 0
115634, 40 % , 201, 10, 26, 64, 60, 22, 11, 15, 0
115724, 39 % , 200, 167, 72, 39, 72, 39, 72, 128, 0
115814, 40 % , 200, 167, 72, 39, 72, 39, 72, 128, 0
115904, 40 % , 201, 10, 24, 64, 40, 22, 18, 14, 0
116225, 39 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
116354, 39 % , 200, 167, 71, 39, 71, 39, 71, 128, 0
116463, 39 % , 201, 10, 21, 63, 216, 22, 29, 14, 0
116527, 39 % , 231, 48, 131, 1, 0, 0, 0, 128, 0
116643, 38 % , 201, 10, 17, 63, 136, 22, 15, 14, 0
116733, 37 % , 228, 0, 0, 0, 0, 22, 15, 14, 0
116843, 37 % , 201, 10, 24, 63, 216, 22, 25, 14, 0
