Time, state, AID, D0,D1,D2,D3,D4,D5,D6,D7
93272 ms, 1, 201, 3, 153, 64, 0, 0, 0, 0, 0
93327 ms, 1, 240, 12, 0, 64, 0, 0, 0, 0, 0
93382 ms, 1, 205, 0, 0, 64, 0, 0, 0, 0, 0
93437 ms, 1, 240, 12, 0, 64, 0, 0, 0, 0, 0
93493 ms, 1, 231, 1, 75, 1, 0, 0, 0, 128, 0
93548 ms, 1, 240, 13, 0, 1, 0, 0, 0, 128, 0
93603 ms, 1, 190, 0, 0, 64, 0, 0, 0, 0, 0
93658 ms, 1, 240, 12, 0, 64, 0, 0, 0, 0, 0
93713 ms, 1, 228, 0, 4, 0, 0, 0, 0, 0, 0
93788 ms, 1, 240, 13, 0, 0, 0, 0, 0, 0, 0
93855 ms, 1, 190, 0, 0, 64, 0, 0, 0, 0, 0
93911 ms, 1, 200, 167, 44, 39, 44, 39, 44, 128, 0
93967 ms, 1, 228, 0, 4, 0, 0, 39, 44, 128, 0
94022 ms, 1, 205, 0, 0, 64, 0, 0, 0, 0, 0
94076 ms, 1, 240, 13, 0, 64, 0, 0, 0, 0, 0
94132 ms, 1, 240, 12, 0, 64, 0, 0, 0, 0, 0
94187 ms, 1, 240, 12, 0, 64, 0, 0, 0, 0, 0
94242 ms, 1, 190, 0, 0, 64, 0, 0, 0, 0, 0
95298 ms, -1, 240, 12, 0, 64, 0, 0, 0, 0, 0
95353 ms, -1, 430, 27, 150, 64, 0, 0, 0, 0, 0
95409 ms, -1, 200, 167, 39, 39, 39, 39, 39, 128, 0
