Time, RPM, AID, D0,D1,D2,D3,D4,D5,D6,D7
Time, RPM, AID, D0,D1,D2,D3,D4,D5,D6,D7
130544, 653 rpm , 200, 167, 43, 39, 43, 39, 43, 128, 0
130643, 648 rpm , 200, 167, 43, 39, 43, 39, 43, 128, 0
130735, 644 rpm , 200, 167, 43, 39, 43, 39, 43, 128, 0
130915, 641 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
130984, 641 rpm , 201, 2, 144, 63, 216, 0, 0, 0, 0
131585, 694 rpm , 4EA, 0, 65, 12, 10, 216, 0, 0, 0
131648, 702 rpm , 228, 0, 4, 0, 0, 216, 0, 0, 0
131724, 708 rpm , 201, 2, 166, 64, 60, 0, 0, 0, 0
131823, 709 rpm , 200, 167, 41, 39, 41, 39, 41, 128, 0
131923, 704 rpm , 200, 167, 41, 39, 41, 39, 41, 128, 0
132023, 709 rpm , 200, 167, 42, 39, 42, 39, 42, 128, 0
132093, 704 rpm , 200, 167, 41, 39, 41, 39, 41, 128, 0
132193, 701 rpm , 201, 2, 182, 64, 0, 0, 0, 0, 0
132392, 690 rpm , 200, 167, 42, 39, 42, 39, 42, 128, 0
132632, 693 rpm , 200, 167, 41, 39, 41, 39, 41, 128, 0
132703, 680 rpm , 200, 167, 42, 39, 42, 39, 42, 128, 0
132772, 683 rpm , 200, 167, 42, 39, 42, 39, 42, 128, 0
132847, 683 rpm , 228, 0, 4, 0, 0, 39, 42, 128, 0
132943, 680 rpm , 201, 2, 177, 63, 236, 0, 0, 0, 0
133041, 678 rpm , 430, 186, 18, 12, 10, 153, 0, 0, 0
133293, 679 rpm , 201, 2, 171, 63, 236, 0, 0, 0, 0
133372, 678 rpm , 200, 167, 45, 39, 45, 39, 45, 128, 0
133447, 677 rpm , 228, 0, 4, 0, 0, 39, 45, 128, 0
133942, 694 rpm , 201, 2, 175, 64, 0, 0, 0, 0, 0
134131, 694 rpm , 433, 128, 6, 8, 1, 0, 172, 80, 0
134202, 697 rpm , 200, 167, 42, 39, 42, 39, 42, 128, 0
134292, 692 rpm , 201, 2, 180, 64, 0, 0, 0, 0, 0
134411, 700 rpm , 200, 167, 41, 39, 41, 39, 41, 128, 0
134582, 698 rpm , 231, 1, 75, 1, 0, 0, 0, 128, 0
134771, 694 rpm , 201, 2, 182, 64, 0, 0, 0, 0, 0
134846, 694 rpm , 228, 0, 4, 0, 0, 0, 0, 0, 0
134961, 693 rpm , 201, 2, 182, 64, 0, 0, 0, 0, 0
135172, 684 rpm , 4EA, 0, 0, 0, 0, 0, 0, 0, 0
135280, 689 rpm , 200, 167, 43, 39, 43, 39, 43, 128, 0
135405, 689 rpm , 228, 0, 4, 0, 0, 196, 0, 0, 0
135481, 692 rpm , 201, 2, 179, 64, 0, 0, 0, 0, 0
135590, 692 rpm , 201, 2, 179, 64, 0, 0, 0, 0, 0
135811, 691 rpm , 201, 2, 179, 64, 0, 0, 0, 0, 0
